id,kind,source,name_ru,name_en,tier,rarity,roll,class,trait,range,damage,burden,armor_score,thresholds,crafts_into,community,url,text_ru,text_en
cc24,consumable,Core,Улучшенный Мистический Осколок,Improved Arcane Shard,,uncommon,24,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/cc24.html,"Вы можете совершить бросок Искусности, чтобы бросить этот осколок в группу противников в пределах Далекой дистанции. Цели, против которых вы преуспели, получают 2d20 урона от магии.",You can make a Finesse Roll to throw this shard at a group of adversaries within Far range. Targets you succeed against take 2d20 magic damage.
cc25,consumable,Core,Большое Зелье Быстрого Шага,Major Stride Potion,,rare,25,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/cc25.html,Вы получаете бонус +1 к Проворности до следующего отдыха.,You gain a +1 bonus to your Agility until your next rest.
cc26,consumable,Core,Большое Зелье Усиления,Major Bolster Potion,,rare,26,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/cc26.html,Вы получаете бонус +1 к Силе до следующего отдыха.,You gain a +1 bonus to your Strength until your next rest.
cc27,consumable,Core,Большое Зелье Сосредоточенности,Major Control Potion,,rare,27,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/cc27.html,Вы получаете бонус +1 к Искусности до следующего отдыха.,You gain a +1 bonus to your Finesse until your next rest.
cc28,consumable,Core,Большое Зелье Гармонии,Major Attune Potion,,rare,28,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/cc28.html,Вы получаете бонус +1 к Инстинкту до следующего отдыха.,You gain a +1 bonus to your Instinct until your next rest.
cc29,consumable,Core,Большое Зелье Обаяния,Major Charm Potion,,rare,29,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/cc29.html,Вы получаете бонус +1 к Влиянию до следующего отдыха.,You gain a +1 bonus to your Presence until your next rest.
cc30,consumable,Core,Большое Зелье Просветления,Major Enlighten Potion,,rare,30,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/cc30.html,Вы получаете бонус +1 к Знаниям до следующего отдыха.,You gain a +1 bonus to your Knowledge until your next rest.
cc31,consumable,Core,Кровь Йорги,Blood of the Yorgi,,rare,31,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/cc31.html,"Вы можете выпить эту кровь, чтобы исчезнуть с того места, где вы находитесь, и сразу же появиться в точке, которую вы можете видеть в пределах Очень Далекой дистанции.",You can drink this blood to disappear from where you are and immediately reappear at a point you can see within Very Far range.
cc32,consumable,Core,Секретное Зелье Хомета,Homet's Secret Potion,,rare,32,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/cc32.html,После выпивания этого зелья следующий успешный бросок атаки вместо этого получает критический успех.,"After drinking this potion, the next successful attack you make critically succeeds."
cc33,consumable,Core,Слюна Красношипа,Redthorn Saliva,,rare,33,,,,,,,,,,https://artex-x.github.io/daggerheart-loot/i/cc33.html,"Вы можете нанести эту слюну на оружие, наносящее физический урон, чтобы добавить 1d12 к вашему следующему броску урона этим оружием.",You can apply this saliva to a weapon that deals physical damage to add a d12 to your next damage roll with that weapon.
